"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardianx.Math","traveltimex.Math","studytimex.Math","failuresx.Math","schoolsupx.Math","famsupx.Math","paidx.Math","activitiesx.Math","nursery","higherx.Math","internet","romanticx.Math","famrelx.Math","freetimex.Math","gooutx.Math","Dalcx.Math","Walcx.Math","healthx.Math","absencesx.Math","G1x.Math","G2x.Math","G3x.Math","guardiany.Por","traveltimey.Por","studytimey.Por","failuresy.Por","schoolsupy.Por","famsupy.Por","paidy.Por","activitiesy.Por","highery.Por","romanticy.Por","famrely.Por","freetimey.Por","goouty.Por","Dalcy.Por","Walcy.Por","healthy.Por","absencesy.Por","G1y.Por","G2y.Por","G3y.Por"
"286","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"no","yes","yes","yes","yes","yes","no","no",5,2,2,1,1,3,1,12,12,12,"mother",2,4,0,"no","yes","no","yes","yes","no",5,2,2,1,1,3,2,17,17,18
"287","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,0,12,13,13
"288","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,3,0,"no","no","no","yes","yes","no",4,5,5,1,2,2,0,14,14,14
"289","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,4,10,9,11,"mother",1,2,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,12,12,12,14
"290","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","yes","no","no","yes","yes","no",4,3,3,1,2,4,2,12,10,11,"father",1,2,0,"no","no","no","no","yes","no",4,3,3,1,2,4,0,12,12,12
"291","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,5,18,18,19,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,2,0,18,18,18
"292","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,6,13,12,12,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,13,13,14
"293","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"no","no","yes","yes","yes","yes","yes","no",4,2,4,1,3,2,6,15,14,14,"mother",1,3,0,"no","no","no","yes","yes","no",4,2,4,1,3,2,0,14,15,15
"294","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,9,15,13,15,"mother",1,2,0,"no","yes","no","yes","yes","no",5,4,3,1,1,2,0,17,17,17
"295","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,1,4,5,11,12,11,11,"mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,4,5,2,15,16,16
"296","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,15,15,15,"mother",1,3,0,"no","yes","no","no","yes","no",4,2,2,1,2,3,0,17,18,18
"297","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,6,18,18,18,"mother",2,4,0,"no","yes","no","no","yes","no",3,1,2,1,1,3,0,18,19,19
"298","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,8,14,13,14,"mother",2,3,0,"no","yes","no","yes","yes","no",5,4,2,1,1,4,0,14,15,15
"299","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,4,3,1,3,5,4,14,12,11,"mother",1,1,0,"no","yes","no","no","yes","no",4,4,3,1,3,5,0,14,15,15
"300","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",2,3,4,2,3,2,0,10,9,0,"other",2,2,0,"no","yes","no","yes","yes","no",2,3,4,2,3,2,2,14,13,13
"301","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,10,10,8,8,"other",2,2,0,"no","yes","no","no","yes","yes",4,4,5,1,2,2,0,13,14,14
"302","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,14,13,14,"father",1,4,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,17,17
"303","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,5,16,15,16,"mother",1,1,0,"no","yes","no","no","yes","yes",1,4,2,2,2,1,0,18,18,17
"304","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,4,1,1,4,14,12,10,11,"mother",1,2,0,"no","yes","yes","no","yes","yes",4,2,4,1,1,4,0,14,15,15
"305","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","yes","no","yes","yes","yes","no",4,1,1,2,2,5,0,11,11,10,"father",2,1,0,"no","no","no","no","yes","no",4,1,1,2,2,5,0,12,13,13
"306","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,15,12,14,"mother",2,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,16,16
"307","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,17,17,18,"father",1,4,0,"no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18
"308","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,0,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,17,18,18,"other",1,1,2,"no","no","no","yes","yes","no",5,5,3,1,1,5,0,14,15,15
"309","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,15,12,12,"father",1,2,0,"no","no","no","yes","yes","yes",4,5,3,1,2,5,0,10,10,11
"310","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,0,8,8,0,"mother",2,2,0,"no","yes","no","yes","yes","no",5,3,3,1,2,1,2,12,12,15
"311","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,2,14,15,17
"312","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,"father",1,3,0,"no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17
"313","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,11,11,11,"mother",1,2,0,"no","yes","no","no","yes","no",4,4,4,3,3,5,0,12,11,13
"314","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,23,13,13,13,"mother",1,2,0,"no","yes","no","no","yes","yes",5,2,2,1,2,5,14,15,14,17
"315","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,12,11,9,9,"mother",1,2,0,"no","yes","no","no","yes","yes",4,2,2,1,1,3,4,14,13,13
"316","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,11,11,"mother",1,3,0,"no","yes","no","yes","yes","no",3,3,2,2,2,3,0,11,11,10
"317","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,1,12,14,15,"father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,0,17,18,17
"318","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,16,15,15,"father",2,3,0,"no","no","no","no","yes","no",3,3,3,2,3,2,0,14,14,15
"319","GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,3,9,12,11,"mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,0,13,14,13
"320","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,3,14,15,16,"mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17
"321","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,8,11,10,10,"mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,2,11,10,10
"322","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,"mother",1,2,0,"no","yes","yes","no","yes","yes",5,3,1,1,4,5,2,11,11,12
"323","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,"mother",1,3,0,"no","yes","no","yes","yes","no",5,4,4,1,3,4,0,13,12,13
"324","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,3,3,1,2,4,4,14,14,14,"mother",2,3,0,"no","yes","no","no","yes","yes",4,3,3,1,2,4,4,15,14,15
"325","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,5,5,2,4,5,2,9,8,8,"mother",1,4,0,"no","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12
"326","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,1,5,7,12,14,14,"father",1,3,0,"no","yes","no","no","yes","yes",4,4,3,1,1,5,0,15,15,15
"327","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,0,7,0,0,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,1,4,8,10,11,12
"328","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,"other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12
"329","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,0,10,9,0,"mother",2,4,0,"no","no","no","yes","yes","no",4,4,4,1,1,4,6,14,13,14
"330","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,16,16,15,15,"mother",1,3,0,"no","no","no","no","yes","no",4,4,5,1,3,5,8,11,13,14
"331","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,7,8,0,"mother",1,2,0,"no","yes","no","no","yes","yes",4,3,2,2,3,2,0,12,13,15
"332","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,7,16,15,17,"mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,4,14,14,15
"333","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,2,3,2,4,9,10,10,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,3,2,3,2,0,14,14,16
"334","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,10,10,0,"mother",2,1,0,"no","no","no","yes","yes","no",3,2,4,1,4,3,6,11,12,12
"335","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,10,10,0,"father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,12,12,13
"336","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,11,16,15,15,"mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,6,16,16,17
"337","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,0,9,8,0,"father",1,2,0,"no","yes","no","no","yes","yes",3,3,1,1,2,4,18,10,12,14
"338","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,3,4,11,10,10,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,3,0,11,12,14
"339","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,7,13,13,14,"mother",1,3,0,"no","no","no","no","yes","yes",5,4,3,2,3,1,4,14,16,17
"340","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,9,16,15,16,"mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,4,15,14,17
"341","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,10,10,9,"mother",1,3,0,"no","yes","no","no","yes","yes",5,4,5,2,3,5,0,14,13,14
"342","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13,15,15,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,3,4,0,11,12,13
"343","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,1,"no","yes","no","no","no","yes","yes","no",2,5,5,5,5,5,10,11,13,13,"mother",2,1,0,"no","yes","no","no","yes","no",2,5,5,5,5,5,8,9,10,11
"344","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,3,"no","no","no","no","yes","yes","yes","no",5,4,4,3,3,2,8,8,7,8,"other",3,2,1,"no","no","no","no","yes","no",5,4,4,3,3,2,8,10,9,11
"345","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",4,5,4,2,3,3,2,13,13,13,"mother",2,2,1,"no","yes","no","no","yes","no",4,5,4,2,3,3,4,8,9,10
"346","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,1,"no","no","no","no","yes","no","yes","yes",4,3,3,2,3,3,7,8,7,8,"mother",1,1,0,"no","no","no","no","no","yes",4,3,3,2,3,3,0,9,10,9
"347","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,4,8,8,8,"other",3,1,1,"no","yes","no","no","yes","no",4,4,4,3,3,5,4,8,9,10
"348","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,13,11,11,"mother",2,2,1,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,10,11,11
"349","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,4,1,1,5,0,10,9,9,"father",1,2,0,"no","yes","no","no","yes","yes",5,3,4,1,1,5,0,10,10,10
"350","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,4,12,13,13,"father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,2,12,12,12
"351","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,2,12,12,11,"mother",2,2,0,"no","no","no","no","yes","yes",1,2,3,1,2,5,0,15,14,15
"352","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"no","no","no","no","no","yes","yes","yes",3,3,2,1,2,3,4,10,10,10,"father",2,1,0,"no","no","no","no","yes","yes",3,3,2,1,2,3,2,14,13,14
"353","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,18,16,16,"father",2,3,0,"no","no","no","no","yes","no",5,3,2,1,1,4,0,19,17,18
"354","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,0,11,11,10,"mother",2,2,0,"no","yes","no","no","yes","yes",4,3,2,1,3,3,6,13,12,13
"355","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,16,15,15,"mother",1,2,0,"no","yes","no","yes","yes","yes",2,3,4,1,1,1,4,15,14,15
"356","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,12,11,12,"father",2,2,0,"no","no","no","no","yes","no",3,2,2,1,2,3,0,13,13,13
"357","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","no","no",3,3,4,2,4,3,4,10,10,10,"mother",2,2,0,"no","yes","yes","no","yes","no",3,3,4,2,4,3,0,8,10,9
"358","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"no","no","yes","no","yes","yes","yes","yes",4,2,2,2,2,5,0,13,13,13,"mother",2,3,0,"no","no","no","no","yes","yes",4,2,2,2,2,5,0,15,16,16
"359","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,0,7,6,0,"mother",3,1,1,"no","yes","no","no","yes","yes",5,2,1,1,2,1,0,8,8,9
"360","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"no","yes","yes","no","yes","yes","yes","yes",5,2,3,1,2,4,0,11,10,10,"father",2,1,0,"no","yes","no","no","yes","yes",5,2,3,1,2,4,0,10,10,10
"361","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,0,"no","yes","yes","no","no","yes","yes","yes",3,2,2,4,2,5,10,14,12,11,"father",3,2,0,"no","yes","no","no","yes","yes",3,2,2,4,2,5,0,7,5,0
"362","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,3,14,12,12,"father",3,1,0,"no","yes","no","yes","no","yes",4,3,3,2,3,3,3,9,10,10
"363","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,13,11,11,"mother",1,3,0,"no","no","no","yes","yes","yes",3,4,3,1,1,3,8,10,11,12
"364","MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,14,6,5,5,"mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,1,3,1,4,7,8,9
"365","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,19,18,19,"mother",2,3,0,"no","no","no","no","yes","no",5,4,4,1,1,1,0,15,17,17
"366","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,0,"no","no","no","no","yes","yes","yes","no",4,3,2,1,2,4,2,8,8,10,"mother",4,3,0,"no","no","no","no","yes","no",4,3,2,1,2,4,4,10,11,12
"367","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",5,4,3,3,4,2,4,8,9,10,"mother",1,2,0,"no","no","no","yes","yes","no",5,4,3,3,4,2,1,13,14,14
"368","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,0,15,15,15,"mother",1,2,0,"no","no","no","no","yes","yes",4,1,3,1,2,1,1,16,16,16
"369","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",4,5,4,2,3,1,17,10,10,10,"mother",1,2,0,"no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9
"370","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","no",3,2,4,1,4,2,4,15,14,14,"father",1,2,0,"no","no","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19
"371","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,5,7,6,7,"mother",2,1,0,"no","no","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0
"372","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,2,11,11,10,"father",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,1,3,4,14,15,16
"373","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,6,5,0,"mother",2,1,1,"no","no","no","no","yes","no",4,3,2,1,3,5,0,5,8,0
"374","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,14,6,5,5,"father",2,1,1,"no","no","yes","no","yes","no",5,4,3,4,3,3,0,7,7,0
"375","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","yes","no","yes","yes","no","no",5,3,3,1,3,4,2,10,9,10,"mother",2,3,0,"no","no","no","no","yes","no",5,3,3,1,3,4,0,14,17,15
"376","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,7,6,5,6,"mother",3,1,0,"no","yes","no","yes","yes","yes",4,4,3,2,2,5,4,7,9,10
"377","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,0,7,5,0,"mother",1,3,1,"no","no","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10
"378","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,4,1,1,1,0,7,9,8,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,4,1,1,1,4,15,15,16
"379","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,1,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,0,6,5,0,"mother",3,2,2,"no","no","no","yes","yes","yes",3,4,4,2,2,5,3,7,8,7
"380","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,1,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,0,6,5,0,"mother",2,2,0,"no","no","no","yes","yes","no",1,1,1,1,1,5,6,11,12,9
"381","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,3,14,16,16,"mother",2,1,0,"no","no","no","no","yes","no",2,4,5,3,4,2,6,10,10,10
"382","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,0,11,12,10,"mother",3,1,0,"no","no","no","no","yes","no",4,4,1,3,4,5,4,10,11,11
